year,level_1,level_2,value
1958,Other Ethnic Groups (Total),80 - 84 Years,na
1958,Other Ethnic Groups (Total),65 Years & Over,1000
1958,Other Ethnic Groups (Total),70 Years & Over,600
1958,Other Ethnic Groups (Total),75 Years & Over,na
1958,Other Ethnic Groups (Total),80 Years & Over,na
1958,Other Ethnic Groups (Total),85 Years & Over,na
1958,Other Ethnic Groups (Males),0  -  4 Years,2200
1958,Other Ethnic Groups (Males),5  -  9 Years,2000
1958,Other Ethnic Groups (Males),10 - 14 Years,1100
1958,Other Ethnic Groups (Males),15 - 19 Years,900
1958,Other Ethnic Groups (Males),20 - 24 Years,900
1958,Other Ethnic Groups (Males),25 - 29 Years,1300
1958,Other Ethnic Groups (Males),30 - 34 Years,1500
1958,Other Ethnic Groups (Males),35 - 39 Years,1200
1958,Other Ethnic Groups (Males),40 - 44 Years,1000
1958,Other Ethnic Groups (Males),45 - 49 Years,600
1958,Other Ethnic Groups (Males),50 - 54 Years,700
1958,Other Ethnic Groups (Males),55 - 59 Years,500
1958,Other Ethnic Groups (Males),60 - 64 Years,300
1958,Other Ethnic Groups (Males),65 - 69 Years,100
1958,Other Ethnic Groups (Males),70 - 74 Years,na
1958,Other Ethnic Groups (Males),75 - 79 Years,na
1958,Other Ethnic Groups (Males),80 - 84 Years,na
1958,Other Ethnic Groups (Males),65 Years & Over,300
1958,Other Ethnic Groups (Males),70 Years & Over,200
1958,Other Ethnic Groups (Males),75 Years & Over,na
1958,Other Ethnic Groups (Males),80 Years & Over,na
1958,Other Ethnic Groups (Males),85 Years & Over,na
1958,Other Ethnic Groups (Females),0  -  4 Years,2000
1958,Other Ethnic Groups (Females),5  -  9 Years,1700
1958,Other Ethnic Groups (Females),10 - 14 Years,1100
1958,Other Ethnic Groups (Females),15 - 19 Years,1000
1958,Other Ethnic Groups (Females),20 - 24 Years,1100
1958,Other Ethnic Groups (Females),25 - 29 Years,1200
1958,Other Ethnic Groups (Females),30 - 34 Years,1400
1958,Other Ethnic Groups (Females),35 - 39 Years,1200
1958,Other Ethnic Groups (Females),40 - 44 Years,900
1958,Other Ethnic Groups (Females),45 - 49 Years,800
1958,Other Ethnic Groups (Females),50 - 54 Years,600
1958,Other Ethnic Groups (Females),55 - 59 Years,500
1958,Other Ethnic Groups (Females),60 - 64 Years,300
1958,Other Ethnic Groups (Females),65 - 69 Years,300
1958,Other Ethnic Groups (Females),70 - 74 Years,na
1958,Other Ethnic Groups (Females),75 - 79 Years,na
1958,Other Ethnic Groups (Females),80 - 84 Years,na
1958,Other Ethnic Groups (Females),65 Years & Over,700
1958,Other Ethnic Groups (Females),70 Years & Over,400
1958,Other Ethnic Groups (Females),75 Years & Over,na
1958,Other Ethnic Groups (Females),80 Years & Over,na
1958,Other Ethnic Groups (Females),85 Years & Over,na
1959,Total Residents,0  -  4 Years,288800
1959,Total Residents,5  -  9 Years,241000
1959,Total Residents,10 - 14 Years,175700
1959,Total Residents,15 - 19 Years,131500
1959,Total Residents,20 - 24 Years,133100
1959,Total Residents,25 - 29 Years,115100
1959,Total Residents,30 - 34 Years,102100
1959,Total Residents,35 - 39 Years,85200
1959,Total Residents,40 - 44 Years,79100
1959,Total Residents,45 - 49 Years,72400
1959,Total Residents,50 - 54 Years,57300
1959,Total Residents,55 - 59 Years,42900
1959,Total Residents,60 - 64 Years,27300
1959,Total Residents,65 - 69 Years,17800
1959,Total Residents,70 - 74 Years,na
1959,Total Residents,75 - 79 Years,na
1959,Total Residents,80 - 84 Years,na
1959,Total Residents,65 Years & Over,35700
1959,Total Residents,70 Years & Over,17900
1959,Total Residents,75 Years & Over,na
1959,Total Residents,80 Years & Over,na
1959,Total Residents,85 Years & Over,na
1959,Total Male Residents,0  -  4 Years,148000
1959,Total Male Residents,5  -  9 Years,123800
1959,Total Male Residents,10 - 14 Years,90700
1959,Total Male Residents,15 - 19 Years,68400
1959,Total Male Residents,20 - 24 Years,67700
1959,Total Male Residents,25 - 29 Years,60400
1959,Total Male Residents,30 - 34 Years,56100
1959,Total Male Residents,35 - 39 Years,47100
1959,Total Male Residents,40 - 44 Years,44300
1959,Total Male Residents,45 - 49 Years,40600
1959,Total Male Residents,50 - 54 Years,31700
1959,Total Male Residents,55 - 59 Years,24000
1959,Total Male Residents,60 - 64 Years,13700
1959,Total Male Residents,65 - 69 Years,8000
1959,Total Male Residents,70 - 74 Years,na
1959,Total Male Residents,75 - 79 Years,na
1959,Total Male Residents,80 - 84 Years,na
1959,Total Male Residents,65 Years & Over,14300
1959,Total Male Residents,70 Years & Over,6300
1959,Total Male Residents,75 Years & Over,na
1959,Total Male Residents,80 Years & Over,na
1959,Total Male Residents,85 Years & Over,na
1959,Total Female Residents,0  -  4 Years,140800
1959,Total Female Residents,5  -  9 Years,117200
1959,Total Female Residents,10 - 14 Years,85000
1959,Total Female Residents,15 - 19 Years,63100
1959,Total Female Residents,20 - 24 Years,65400
1959,Total Female Residents,25 - 29 Years,54700
1959,Total Female Residents,30 - 34 Years,46000
1959,Total Female Residents,35 - 39 Years,38100
1959,Total Female Residents,40 - 44 Years,34800
1959,Total Female Residents,45 - 49 Years,31800
1959,Total Female Residents,50 - 54 Years,25600
1959,Total Female Residents,55 - 59 Years,18900
1959,Total Female Residents,60 - 64 Years,13600
1959,Total Female Residents,65 - 69 Years,9800
1959,Total Female Residents,70 - 74 Years,na
1959,Total Female Residents,75 - 79 Years,na
1959,Total Female Residents,80 - 84 Years,na
1959,Total Female Residents,65 Years & Over,21400
1959,Total Female Residents,70 Years & Over,11600
1959,Total Female Residents,75 Years & Over,na
1959,Total Female Residents,80 Years & Over,na
1959,Total Female Residents,85 Years & Over,na
1959,Total Malays,0  -  4 Years,46600
1959,Total Malays,5  -  9 Years,35600
1959,Total Malays,10 - 14 Years,22300
1959,Total Malays,15 - 19 Years,15100
1959,Total Malays,20 - 24 Years,22400
1959,Total Malays,25 - 29 Years,18800
1959,Total Malays,30 - 34 Years,16900
1959,Total Malays,35 - 39 Years,12600
1959,Total Malays,40 - 44 Years,9600
1959,Total Malays,45 - 49 Years,6500
1959,Total Malays,50 - 54 Years,5300
1959,Total Malays,55 - 59 Years,3600
1959,Total Malays,60 - 64 Years,2500
1959,Total Malays,65 - 69 Years,1100
1959,Total Malays,70 - 74 Years,na
1959,Total Malays,75 - 79 Years,na
1959,Total Malays,80 - 84 Years,na
1959,Total Malays,65 Years & Over,2900
1959,Total Malays,70 Years & Over,1800
1959,Total Malays,75 Years & Over,na
1959,Total Malays,80 Years & Over,na
1959,Total Malays,85 Years & Over,na
1959,Total Male Malays,0  -  4 Years,23600
1959,Total Male Malays,5  -  9 Years,17700
1959,Total Male Malays,10 - 14 Years,11200
1959,Total Male Malays,15 - 19 Years,7200
1959,Total Male Malays,20 - 24 Years,11300
1959,Total Male Malays,25 - 29 Years,10000
1959,Total Male Malays,30 - 34 Years,9600
1959,Total Male Malays,35 - 39 Years,7500
1959,Total Male Malays,40 - 44 Years,5600
1959,Total Male Malays,45 - 49 Years,3700
1959,Total Male Malays,50 - 54 Years,2900
1959,Total Male Malays,55 - 59 Years,2200
1959,Total Male Malays,60 - 64 Years,1300
1959,Total Male Malays,65 - 69 Years,600
1959,Total Male Malays,70 - 74 Years,na
1959,Total Male Malays,75 - 79 Years,na
1959,Total Male Malays,80 - 84 Years,na
1959,Total Male Malays,65 Years & Over,1400
1959,Total Male Malays,70 Years & Over,800
1959,Total Male Malays,75 Years & Over,na
1959,Total Male Malays,80 Years & Over,na
1959,Total Male Malays,85 Years & Over,na
1959,Total Female Malays,0  -  4 Years,23000
1959,Total Female Malays,5  -  9 Years,17900
1959,Total Female Malays,10 - 14 Years,11100
1959,Total Female Malays,15 - 19 Years,7900
1959,Total Female Malays,20 - 24 Years,11100
1959,Total Female Malays,25 - 29 Years,8800
1959,Total Female Malays,30 - 34 Years,7300
1959,Total Female Malays,35 - 39 Years,5100
1959,Total Female Malays,40 - 44 Years,4000
1959,Total Female Malays,45 - 49 Years,2800
1959,Total Female Malays,50 - 54 Years,2400
1959,Total Female Malays,55 - 59 Years,1400
1959,Total Female Malays,60 - 64 Years,1200
1959,Total Female Malays,65 - 69 Years,500
1959,Total Female Malays,70 - 74 Years,na
1959,Total Female Malays,75 - 79 Years,na
1959,Total Female Malays,80 - 84 Years,na
1959,Total Female Malays,65 Years & Over,1500
1959,Total Female Malays,70 Years & Over,1000
1959,Total Female Malays,75 Years & Over,na
1959,Total Female Malays,80 Years & Over,na
1959,Total Female Malays,85 Years & Over,na
1959,Total Chinese,0  -  4 Years,216300
1959,Total Chinese,5  -  9 Years,185600
1959,Total Chinese,10 - 14 Years,140400
1959,Total Chinese,15 - 19 Years,107300
1959,Total Chinese,20 - 24 Years,99400
1959,Total Chinese,25 - 29 Years,80700
1959,Total Chinese,30 - 34 Years,68700
1959,Total Chinese,35 - 39 Years,57800
1959,Total Chinese,40 - 44 Years,57200
1959,Total Chinese,45 - 49 Years,57300
1959,Total Chinese,50 - 54 Years,45800
1959,Total Chinese,55 - 59 Years,35000
1959,Total Chinese,60 - 64 Years,22800
1959,Total Chinese,65 - 69 Years,15600
1959,Total Chinese,70 - 74 Years,na
1959,Total Chinese,75 - 79 Years,na
1959,Total Chinese,80 - 84 Years,na
1959,Total Chinese,65 Years & Over,30600
1959,Total Chinese,70 Years & Over,15000
1959,Total Chinese,75 Years & Over,na
1959,Total Chinese,80 Years & Over,na
1959,Total Chinese,85 Years & Over,na
1959,Total Male Chinese,0  -  4 Years,111500
1959,Total Male Chinese,5  -  9 Years,96200
1959,Total Male Chinese,10 - 14 Years,72900
1959,Total Male Chinese,15 - 19 Years,55800
1959,Total Male Chinese,20 - 24 Years,50200
1959,Total Male Chinese,25 - 29 Years,39800
1959,Total Male Chinese,30 - 34 Years,34300
1959,Total Male Chinese,35 - 39 Years,28200
1959,Total Male Chinese,40 - 44 Years,28800
1959,Total Male Chinese,45 - 49 Years,30000
1959,Total Male Chinese,50 - 54 Years,23900
1959,Total Male Chinese,55 - 59 Years,18400
1959,Total Male Chinese,60 - 64 Years,11000
1959,Total Male Chinese,65 - 69 Years,6700
1959,Total Male Chinese,70 - 74 Years,na
1959,Total Male Chinese,75 - 79 Years,na
1959,Total Male Chinese,80 - 84 Years,na
1959,Total Male Chinese,65 Years & Over,11600
1959,Total Male Chinese,70 Years & Over,4900
1959,Total Male Chinese,75 Years & Over,na
1959,Total Male Chinese,80 Years & Over,na
1959,Total Male Chinese,85 Years & Over,na
1959,Total Female Chinese,0  -  4 Years,104800
1959,Total Female Chinese,5  -  9 Years,89400
1959,Total Female Chinese,10 - 14 Years,67500
1959,Total Female Chinese,15 - 19 Years,51500
1959,Total Female Chinese,20 - 24 Years,49200
1959,Total Female Chinese,25 - 29 Years,40900
1959,Total Female Chinese,30 - 34 Years,34400
1959,Total Female Chinese,35 - 39 Years,29600
1959,Total Female Chinese,40 - 44 Years,28400
1959,Total Female Chinese,45 - 49 Years,27300
1959,Total Female Chinese,50 - 54 Years,21900
1959,Total Female Chinese,55 - 59 Years,16600
1959,Total Female Chinese,60 - 64 Years,11800
1959,Total Female Chinese,65 - 69 Years,8900
1959,Total Female Chinese,70 - 74 Years,na
1959,Total Female Chinese,75 - 79 Years,na
1959,Total Female Chinese,80 - 84 Years,na
1959,Total Female Chinese,65 Years & Over,19000
1959,Total Female Chinese,70 Years & Over,10100
1959,Total Female Chinese,75 Years & Over,na
1959,Total Female Chinese,80 Years & Over,na
1959,Total Female Chinese,85 Years & Over,na
1959,Total Indians,0  -  4 Years,21700
1959,Total Indians,5  -  9 Years,16000
1959,Total Indians,10 - 14 Years,10500
1959,Total Indians,15 - 19 Years,7500
1959,Total Indians,20 - 24 Years,9200
1959,Total Indians,25 - 29 Years,13100
1959,Total Indians,30 - 34 Years,13600
1959,Total Indians,35 - 39 Years,12100
1959,Total Indians,40 - 44 Years,10400
1959,Total Indians,45 - 49 Years,7100
1959,Total Indians,50 - 54 Years,4800
1959,Total Indians,55 - 59 Years,3200
1959,Total Indians,60 - 64 Years,1400
1959,Total Indians,65 - 69 Years,700
1959,Total Indians,70 - 74 Years,na
1959,Total Indians,75 - 79 Years,na
1959,Total Indians,80 - 84 Years,na
1959,Total Indians,65 Years & Over,1200
1959,Total Indians,70 Years & Over,500
1959,Total Indians,75 Years & Over,na
1959,Total Indians,80 Years & Over,na
1959,Total Indians,85 Years & Over,na
1959,Total Male Indians,0  -  4 Years,10800
1959,Total Male Indians,5  -  9 Years,7900
1959,Total Male Indians,10 - 14 Years,5400
1959,Total Male Indians,15 - 19 Years,4600
1959,Total Male Indians,20 - 24 Years,5300
1959,Total Male Indians,25 - 29 Years,9300
1959,Total Male Indians,30 - 34 Years,10700
1959,Total Male Indians,35 - 39 Years,10000
1959,Total Male Indians,40 - 44 Years,8900
1959,Total Male Indians,45 - 49 Years,6200
1959,Total Male Indians,50 - 54 Years,4200
1959,Total Male Indians,55 - 59 Years,2800
1959,Total Male Indians,60 - 64 Years,1100
1959,Total Male Indians,65 - 69 Years,500
1959,Total Male Indians,70 - 74 Years,na
1959,Total Male Indians,75 - 79 Years,na
1959,Total Male Indians,80 - 84 Years,na
1959,Total Male Indians,65 Years & Over,900
1959,Total Male Indians,70 Years & Over,400
1959,Total Male Indians,75 Years & Over,na
1959,Total Male Indians,80 Years & Over,na
1959,Total Male Indians,85 Years & Over,na
1959,Total Female Indians,0  -  4 Years,10900
1959,Total Female Indians,5  -  9 Years,8100
1959,Total Female Indians,10 - 14 Years,5100
1959,Total Female Indians,15 - 19 Years,2900
1959,Total Female Indians,20 - 24 Years,3900
1959,Total Female Indians,25 - 29 Years,3800
1959,Total Female Indians,30 - 34 Years,2900
1959,Total Female Indians,35 - 39 Years,2100
1959,Total Female Indians,40 - 44 Years,1500
1959,Total Female Indians,45 - 49 Years,900
1959,Total Female Indians,50 - 54 Years,600
1959,Total Female Indians,55 - 59 Years,400
1959,Total Female Indians,60 - 64 Years,300
1959,Total Female Indians,65 - 69 Years,200
1959,Total Female Indians,70 - 74 Years,na
1959,Total Female Indians,75 - 79 Years,na
1959,Total Female Indians,80 - 84 Years,na
1959,Total Female Indians,65 Years & Over,300
1959,Total Female Indians,70 Years & Over,100
1959,Total Female Indians,75 Years & Over,na
1959,Total Female Indians,80 Years & Over,na
1959,Total Female Indians,85 Years & Over,na
1959,Other Ethnic Groups (Total),0  -  4 Years,4200
1959,Other Ethnic Groups (Total),5  -  9 Years,3800
1959,Other Ethnic Groups (Total),10 - 14 Years,2500
1959,Other Ethnic Groups (Total),15 - 19 Years,1600
1959,Other Ethnic Groups (Total),20 - 24 Years,2100
1959,Other Ethnic Groups (Total),25 - 29 Years,2500
1959,Other Ethnic Groups (Total),30 - 34 Years,2900
1959,Other Ethnic Groups (Total),35 - 39 Years,2700
1959,Other Ethnic Groups (Total),40 - 44 Years,1900
1959,Other Ethnic Groups (Total),45 - 49 Years,1500
1959,Other Ethnic Groups (Total),50 - 54 Years,1400
1959,Other Ethnic Groups (Total),55 - 59 Years,1100
1959,Other Ethnic Groups (Total),60 - 64 Years,600
1959,Other Ethnic Groups (Total),65 - 69 Years,400
1959,Other Ethnic Groups (Total),70 - 74 Years,na
1959,Other Ethnic Groups (Total),75 - 79 Years,na
1959,Other Ethnic Groups (Total),80 - 84 Years,na
1959,Other Ethnic Groups (Total),65 Years & Over,1000
1959,Other Ethnic Groups (Total),70 Years & Over,600
1959,Other Ethnic Groups (Total),75 Years & Over,na
1959,Other Ethnic Groups (Total),80 Years & Over,na
1959,Other Ethnic Groups (Total),85 Years & Over,na
1959,Other Ethnic Groups (Males),0  -  4 Years,2100
1959,Other Ethnic Groups (Males),5  -  9 Years,2000
1959,Other Ethnic Groups (Males),10 - 14 Years,1200
1959,Other Ethnic Groups (Males),15 - 19 Years,800
1959,Other Ethnic Groups (Males),20 - 24 Years,900
1959,Other Ethnic Groups (Males),25 - 29 Years,1300
1959,Other Ethnic Groups (Males),30 - 34 Years,1500
1959,Other Ethnic Groups (Males),35 - 39 Years,1400
1959,Other Ethnic Groups (Males),40 - 44 Years,1000
1959,Other Ethnic Groups (Males),45 - 49 Years,700
1959,Other Ethnic Groups (Males),50 - 54 Years,700
1959,Other Ethnic Groups (Males),55 - 59 Years,600
1959,Other Ethnic Groups (Males),60 - 64 Years,300
1959,Other Ethnic Groups (Males),65 - 69 Years,200
1959,Other Ethnic Groups (Males),70 - 74 Years,na
1959,Other Ethnic Groups (Males),75 - 79 Years,na
1959,Other Ethnic Groups (Males),80 - 84 Years,na
1959,Other Ethnic Groups (Males),65 Years & Over,400
1959,Other Ethnic Groups (Males),70 Years & Over,200
1959,Other Ethnic Groups (Males),75 Years & Over,na
1959,Other Ethnic Groups (Males),80 Years & Over,na
1959,Other Ethnic Groups (Males),85 Years & Over,na
1959,Other Ethnic Groups (Females),0  -  4 Years,2100
1959,Other Ethnic Groups (Females),5  -  9 Years,1800
1959,Other Ethnic Groups (Females),10 - 14 Years,1300
1959,Other Ethnic Groups (Females),15 - 19 Years,800
1959,Other Ethnic Groups (Females),20 - 24 Years,1200
1959,Other Ethnic Groups (Females),25 - 29 Years,1200
1959,Other Ethnic Groups (Females),30 - 34 Years,1400
1959,Other Ethnic Groups (Females),35 - 39 Years,1300
1959,Other Ethnic Groups (Females),40 - 44 Years,900
1959,Other Ethnic Groups (Females),45 - 49 Years,800
1959,Other Ethnic Groups (Females),50 - 54 Years,700
1959,Other Ethnic Groups (Females),55 - 59 Years,500
1959,Other Ethnic Groups (Females),60 - 64 Years,300
1959,Other Ethnic Groups (Females),65 - 69 Years,200
1959,Other Ethnic Groups (Females),70 - 74 Years,na
1959,Other Ethnic Groups (Females),75 - 79 Years,na
1959,Other Ethnic Groups (Females),80 - 84 Years,na
1959,Other Ethnic Groups (Females),65 Years & Over,600
1959,Other Ethnic Groups (Females),70 Years & Over,400
1959,Other Ethnic Groups (Females),75 Years & Over,na
1959,Other Ethnic Groups (Females),80 Years & Over,na
1959,Other Ethnic Groups (Females),85 Years & Over,na
1960,Total Residents,0  -  4 Years,297000
1960,Total Residents,5  -  9 Years,250300
1960,Total Residents,10 - 14 Years,200300
1960,Total Residents,15 - 19 Years,124700
1960,Total Residents,20 - 24 Years,139500
1960,Total Residents,25 - 29 Years,116200
1960,Total Residents,30 - 34 Years,106600
1960,Total Residents,35 - 39 Years,86400
1960,Total Residents,40 - 44 Years,80500
1960,Total Residents,45 - 49 Years,74400
1960,Total Residents,50 - 54 Years,59600
1960,Total Residents,55 - 59 Years,44700
1960,Total Residents,60 - 64 Years,28700
1960,Total Residents,65 - 69 Years,18400
1960,Total Residents,70 - 74 Years,na
1960,Total Residents,75 - 79 Years,na
1960,Total Residents,80 - 84 Years,na
1960,Total Residents,65 Years & Over,37500
1960,Total Residents,70 Years & Over,19100
1960,Total Residents,75 Years & Over,na
